Accession,Virus Name,Publication Date,Host,Taxonomy ID,Zoonotic Potential
OM470111,Bat alphacoronavirus isolate CHI-1686 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470112,Bat alphacoronavirus isolate CHI-1689 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470113,Bat alphacoronavirus isolate CHI-1690 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470114,Bat alphacoronavirus isolate CHI-1694 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470115,Bat alphacoronavirus isolate CHI-1696 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470116,Bat alphacoronavirus isolate CHI-1697 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470117,Bat alphacoronavirus isolate CHI-1698 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470118,Bat alphacoronavirus isolate CHI-1707 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470119,Bat alphacoronavirus isolate CHI-1711 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470120,Bat alphacoronavirus isolate CHI-1713 RNA-dependent RNA polymerase,25-Apr-2022,Bat Miniopterus sp.,2419667,FALSE
OM470121,Bat alphacoronavirus isolate CHI-1721 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470122,Bat alphacoronavirus isolate CHI-1722 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470123,Bat alphacoronavirus isolate CHI-1726 RNA-dependent RNA polymerase,25-Apr-2022,Bat Miniopterus sp.,2419667,FALSE
OM470124,Bat alphacoronavirus isolate CHI-1734 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470125,Bat alphacoronavirus isolate CHI-1288 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470126,Bat alphacoronavirus isolate CHI-729 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470127,Bat alphacoronavirus isolate CHI-902 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470128,Bat alphacoronavirus isolate CHI-860 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470129,Bat alphacoronavirus isolate CHI-742 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470130,Bat alphacoronavirus isolate CHI-759 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470131,Bat alphacoronavirus isolate CHI-713 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470132,Bat alphacoronavirus isolate CHI-1211 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470133,Bat alphacoronavirus isolate CHI-783 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470134,Bat alphacoronavirus isolate CHI-1584 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470135,Bat alphacoronavirus isolate CHI-711 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470136,Bat alphacoronavirus isolate CHI-774 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470137,Bat alphacoronavirus isolate CHI-856 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470138,Bat alphacoronavirus isolate CHI-823 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470139,Bat alphacoronavirus isolate CHI-790 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470140,Bat alphacoronavirus isolate CHI-731 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470141,Bat alphacoronavirus isolate CHI-708 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470142,Bat alphacoronavirus isolate CHI-757 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470143,Bat alphacoronavirus isolate CHI-799 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470144,Bat alphacoronavirus isolate CHI-765 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470145,Bat alphacoronavirus isolate CHI-698 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470146,Bat alphacoronavirus isolate CHI-751 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470147,Bat alphacoronavirus isolate CHI-1215 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470148,Bat alphacoronavirus isolate CHI-1237 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470149,Bat alphacoronavirus isolate CHI-793 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470150,Bat alphacoronavirus isolate MAG-1096 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470151,Bat alphacoronavirus isolate MAG-774 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470152,Bat alphacoronavirus isolate MAG-793 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470153,Bat alphacoronavirus isolate MAG-768 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470154,Bat alphacoronavirus isolate MAG-763 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470155,Bat alphacoronavirus isolate MAG-746 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470156,Bat alphacoronavirus isolate MAG-830 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470157,Bat alphacoronavirus isolate MAG-696 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470158,Bat alphacoronavirus isolate MAG-708 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470159,Bat alphacoronavirus isolate MAG-720 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470160,Bat alphacoronavirus isolate MAG-653 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470161,Bat alphacoronavirus isolate MAG-1229 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470162,Bat alphacoronavirus isolate MAG-701 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470163,Bat alphacoronavirus isolate MAG-1288 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470164,Bat alphacoronavirus isolate MAG-865 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470165,Bat alphacoronavirus isolate MAG-897 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470166,Bat alphacoronavirus isolate MAG-899 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470167,Bat alphacoronavirus isolate CHI-745 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470168,Bat alphacoronavirus isolate CHI-753 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470169,Bat alphacoronavirus isolate CHI-775 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470170,Bat alphacoronavirus isolate CHI-777 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470171,Bat alphacoronavirus isolate CHI-746 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470172,Bat alphacoronavirus isolate CHI-747 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470173,Bat alphacoronavirus isolate CHI-714 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470174,Bat alphacoronavirus isolate CHI-768 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470175,Bat alphacoronavirus isolate CHI-770 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470176,Bat alphacoronavirus isolate MAG-1150 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470177,Bat alphacoronavirus isolate MAG-1094 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470178,Bat alphacoronavirus isolate MAG-1252 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470179,Bat alphacoronavirus isolate CHI-1474 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470180,Bat alphacoronavirus isolate CHI-593 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470181,Bat alphacoronavirus isolate CHI-1459 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470182,Bat alphacoronavirus isolate MAG-1365 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470183,Bat alphacoronavirus isolate CHI-673 RNA-dependent RNA polymerase,25-Apr-2022,Bat Miniopteris sp.,2419667,FALSE
OM470184,Bat alphacoronavirus isolate MAG-1375 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470185,Bat alphacoronavirus isolate CHI-1056 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470186,Bat alphacoronavirus isolate CHI-1398 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470187,Bat alphacoronavirus isolate CHI-1397 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470188,Bat alphacoronavirus isolate CHI-1403 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470189,Bat alphacoronavirus isolate CHI-1407 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470190,Bat alphacoronavirus isolate CHI-1411 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470191,Bat alphacoronavirus isolate CHI-1416 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470192,Bat alphacoronavirus isolate CHI-1424 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470193,Bat alphacoronavirus isolate CHI-1426 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470194,Bat alphacoronavirus isolate CHI-1477 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470195,Bat alphacoronavirus isolate CHI-1478 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470196,Bat alphacoronavirus isolate CHI-1484 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470197,Bat alphacoronavirus isolate CHI-1489b RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470198,Bat alphacoronavirus isolate CHI-1508 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470199,Bat alphacoronavirus isolate CHI-1509 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470200,Bat alphacoronavirus isolate CHI-1524 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470201,Bat alphacoronavirus isolate CHI-1531 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470202,Bat alphacoronavirus isolate CHI-1547 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470203,Bat alphacoronavirus isolate CHI-1549 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470204,Bat alphacoronavirus isolate CHI-1553 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470205,Bat alphacoronavirus isolate CHI-1246 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470206,Bat alphacoronavirus isolate CHI-1244 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470207,Bat alphacoronavirus isolate CHI-1238 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470208,Bat alphacoronavirus isolate CHI-1234 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470209,Bat alphacoronavirus isolate CHI-1232 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470210,Bat alphacoronavirus isolate CHI-1231 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470211,Bat alphacoronavirus isolate CHI-1230 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470212,Bat alphacoronavirus isolate CHI-1229 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470213,Bat alphacoronavirus isolate CHI-1228 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470214,Bat alphacoronavirus isolate CHI-1227 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470215,Bat alphacoronavirus isolate CHI-1225 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470216,Bat alphacoronavirus isolate CHI-1224 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470217,Bat alphacoronavirus isolate CHI-1222 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470218,Bat alphacoronavirus isolate CHI-1221 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470219,Bat alphacoronavirus isolate CHI-1218 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470220,Bat alphacoronavirus isolate CHI-1217 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470221,Bat alphacoronavirus isolate CHI-1216 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470222,Bat alphacoronavirus isolate CHI-1212 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470223,Bat alphacoronavirus isolate CHI-781 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470224,Bat alphacoronavirus isolate CHI-802 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470225,Bat alphacoronavirus isolate CHI-671 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470226,Bat alphacoronavirus isolate CHI-683 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470227,Bat alphacoronavirus isolate CHI-803 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470228,Bat alphacoronavirus isolate CHI-788 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470229,Bat alphacoronavirus isolate CHI-789 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470230,Bat alphacoronavirus isolate MAG-1215 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470231,Bat alphacoronavirus isolate MAG-1294 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470232,Bat alphacoronavirus isolate MAG-842 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470233,Bat alphacoronavirus isolate MAG-831 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470234,Bat alphacoronavirus isolate MAG-863 RNA-dependent RNA polymerase,25-Apr-2022,Bat Cleotis sp.,2419667,FALSE
OM470235,Bat alphacoronavirus isolate MAG-864 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470236,Bat alphacoronavirus isolate MAG-870 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470237,Bat alphacoronavirus isolate MAG-596 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470238,Bat alphacoronavirus isolate MAG-887 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470239,Bat alphacoronavirus isolate MAG-1042 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470240,Bat alphacoronavirus isolate MAG-859 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470241,Bat alphacoronavirus isolate CHI-1585 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470242,Bat alphacoronavirus isolate MAG-726 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470243,Bat alphacoronavirus isolate MAG-1287 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470244,Bat alphacoronavirus isolate MAG-719 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470245,Bat alphacoronavirus isolate MAG-1120 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470246,Bat alphacoronavirus isolate MAG-1125 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470247,Bat alphacoronavirus isolate MAG-1179 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470248,Bat alphacoronavirus isolate MAG-1194 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470249,Bat alphacoronavirus isolate MAG-1200 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470250,Bat alphacoronavirus isolate MAG-1217 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470251,Bat alphacoronavirus isolate MAG-1218 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470252,Bat alphacoronavirus isolate MAG-1232 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470253,Bat alphacoronavirus isolate MAG-1233 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470254,Bat alphacoronavirus isolate MAG-1235 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470255,Bat alphacoronavirus isolate MAG-1251 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470256,Bat alphacoronavirus isolate MAG-1304 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470257,Bat alphacoronavirus isolate MAG-1317 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470258,Bat alphacoronavirus isolate MAG-1361 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470259,Bat alphacoronavirus isolate MAG-1487 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470260,Bat alphacoronavirus isolate MAG-1501 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470261,Bat alphacoronavirus isolate MAG-860 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470262,Bat alphacoronavirus isolate MAG-877 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470263,Bat alphacoronavirus isolate MAG-880 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470264,Bat alphacoronavirus isolate MAG-889 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470265,Bat alphacoronavirus isolate MAG-906 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470266,Bat alphacoronavirus isolate MAG-915 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470267,Bat alphacoronavirus isolate MAG-925 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470268,Bat alphacoronavirus isolate MAG-928 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470269,Bat alphacoronavirus isolate MAG-931 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470270,Bat alphacoronavirus isolate MAG-1521 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470271,Bat alphacoronavirus isolate MAG-945 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470272,Bat alphacoronavirus isolate MAG-1254 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470273,Bat alphacoronavirus isolate MAG-916 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470274,Bat alphacoronavirus isolate MAG-917 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470275,Bat alphacoronavirus isolate MAG-920 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470276,Bat alphacoronavirus isolate MAG-918 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470277,Bat alphacoronavirus isolate MAG-951 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470278,Bat alphacoronavirus isolate MAG-938 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470279,Bat alphacoronavirus isolate CHI-1018 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470280,Bat alphacoronavirus isolate CHI-1409 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470281,Bat alphacoronavirus isolate CHI-1241 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470282,Bat alphacoronavirus isolate CHI-1329 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470283,Bat alphacoronavirus isolate CHI-1302 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470284,Bat alphacoronavirus isolate CHI-1296 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470285,Bat alphacoronavirus isolate CHI-1219 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
